standard_id,designation,title,publisher,record_type,country_scope,primary_category,latest_known_edition,applicability,summary,official_url,source_download_url,notes
IEEE-C57-12-32-2019,IEEE C57.12.32-2019,IEEE Standard for Submersible Equipment--Enclosure Integrity,IEEE,standard,International / North America,C57 transformers regulators and reactors - Distribution Transformers,2019,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.32-2019.",https://standards.ieee.org/ieee/C57.12.32/6180,,IEEE SA page status: Active Standard. Published: 2019-08-07. IEEE record number: 6180.
IEEE-C57-12-34-2022,IEEE C57.12.34-2022,"IEEE Standard Requirements for Pad-Mounted, Compartmental-Type, Self-Cooled, Three-Phase Distribution Transformers, 10 MVA and Smaller; High-Voltage, 34.5 kV Nominal System Voltage and Below; Low-Voltage, 15 kV Nominal System Voltage and Below",IEEE,standard,International / North America,C57 transformers regulators and reactors - Distribution Transformers,2022,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.34-2022.",https://standards.ieee.org/ieee/C57.12.34/6863,,IEEE SA page status: Active Standard. Published: 2022-12-21. IEEE record number: 6863.
IEEE-C57-12-35-2024,IEEE C57.12.35-2024,IEEE Standard for Information Coding for Distribution Transformers and Step-Voltage Regulators,IEEE,standard,International / North America,C57 transformers regulators and reactors - Distribution Transformers,2024,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.35-2024.",https://standards.ieee.org/ieee/C57.12.35/7661,,IEEE SA page status: Active Standard. Published: 2024-08-02. IEEE record number: 7661.
IEEE-C57-12-36-2026,IEEE C57.12.36-2026,IEEE Standard Requirements for Liquid-Immersed Distribution Substation Transformers,IEEE,standard,International / North America,C57 transformers regulators and reactors - Liquid-Immersed Transformers,2026,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.36-2026.",https://standards.ieee.org/ieee/C57.12.36/11334,,IEEE SA page status: Active Standard. Published: 2026-06-19. IEEE record number: 11334.
IEEE-C57-12-37-2025,IEEE C57.12.37-2025,IEEE Standard for the Electronic Reporting of Distribution Transformer Test Data,IEEE,standard,International / North America,C57 transformers regulators and reactors - Test Codes and Methods,2025,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.37-2025.",https://standards.ieee.org/ieee/C57.12.37/11562,,IEEE SA page status: Active Standard. Published: 2026-05-27. IEEE record number: 11562.
IEEE-C57-12-38-2025,IEEE C57.12.38-2025,"IEEE Standard for Pad-Mounted-Type, Self-Cooled, Single-Phase Distribution Transformers 250 kVA and Smaller: High Voltage, 34 500 GrdY/19 920 V and Below; Low Voltage, 480/240 V and Below",IEEE,standard,International / North America,C57 transformers regulators and reactors - Distribution Transformers,2025,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.38-2025.",https://standards.ieee.org/ieee/C57.12.38/7162,,IEEE SA page status: Active Standard. Published: 2025-07-16. IEEE record number: 7162.
IEEE-C57-12-39-2017,IEEE C57.12.39-2017,IEEE Standard for Requirements for Distribution Transformer Tank Pressure Coordination,IEEE,standard,International / North America,C57 transformers regulators and reactors - Distribution Transformers,2017,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.39-2017.",https://standards.ieee.org/ieee/C57.12.39/6714,,IEEE SA page status: Active Standard. Published: 2018-05-04. IEEE record number: 6714.
IEEE-C57-12-40-2024,IEEE C57.12.40-2024,"IEEE Standard for Network, Three-Phase Transformers, 2500 kVA and Smaller; High Voltage, 34 500 V and Below; Low Voltage, 600 V and Below; Subway and Vault Types (Liquid Immersed)",IEEE,standard,International / North America,C57 transformers regulators and reactors - Distribution Transformers,2024,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.40-2024.",https://standards.ieee.org/ieee/C57.12.40/7611,,IEEE SA page status: Active Standard. Published: 2024-08-09. IEEE record number: 7611.
IEEE-C57-12-44-2024,IEEE C57.12.44-2024,IEEE Standard Requirements for Secondary Network Protectors,IEEE,standard,International / North America,C57 transformers regulators and reactors - Distribution Transformers,2024,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.44-2024.",https://standards.ieee.org/ieee/C57.12.44/6122,,IEEE SA page status: Active Standard. Published: 2025-08-21. IEEE record number: 6122.
IEEE-C57-12-51-2019,IEEE C57.12.51-2019,IEEE Guide for Mechanical Interchangeability of Ventilated Dry-Type Transformers,IEEE,guide,International / North America,C57 transformers regulators and reactors - Dry-Type Transformers,2019,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.51-2019.",https://standards.ieee.org/ieee/C57.12.51/7057,,IEEE SA page status: Active Standard. Published: 2019-09-06. IEEE record number: 7057.
IEEE-C57-12-52-2024,IEEE C57.12.52-2024,IEEE Standard for Sealed Dry-Type Distribution and Power Transformers,IEEE,standard,International / North America,C57 transformers regulators and reactors - Dry-Type Transformers,2024,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.52-2024.",https://standards.ieee.org/ieee/C57.12.52/10829,,IEEE SA page status: Active Standard. Published: 2024-08-23. IEEE record number: 10829.
IEEE-C57-12-53-2026,IEEE C57.12.53-2026,IEEE Guide for Mitigating Corrosion on Subsurface Transformers and Network Protectors,IEEE,guide,International / North America,C57 transformers regulators and reactors - Distribution Transformers,2026,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.53-2026.",https://standards.ieee.org/ieee/C57.12.53/10850,,IEEE SA page status: Active Standard. Published: 2026-05-22. IEEE record number: 10850.
IEEE-C57-12-58-2017,IEEE C57.12.58-2017,IEEE Guide for Conducting a Transient Voltage Analysis of a Dry-Type Transformer Coil,IEEE,guide,International / North America,C57 transformers regulators and reactors - Dry-Type Transformers,2017,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.58-2017.",https://standards.ieee.org/ieee/C57.12.58/6199,,IEEE SA page status: Active Standard. Published: 2017-11-13. IEEE record number: 6199.
IEEE-C57-12-60-2020,IEEE C57.12.60-2020,IEEE Standard for Thermal Evaluation of Insulation Systems for Dry-Type Power and Distribution Transformers,IEEE,standard,International / North America,C57 transformers regulators and reactors - Dry-Type Transformers,2020,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.60-2020.",https://standards.ieee.org/ieee/C57.12.60/6181,,IEEE SA page status: Active Standard. Published: 2020-04-03. IEEE record number: 6181.
IEEE-C57-12-60-2020-COR-1-2025,IEEE C57.12.60-2020/Cor 1-2025,IEEE Standard for Thermal Evaluation of Insulation Systems for Dry-Type Power and Distribution Transformers Corrigendum 1,IEEE,corrigendum,International / North America,C57 transformers regulators and reactors - Dry-Type Transformers,2020,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.60-2020/Cor 1-2025.",https://standards.ieee.org/ieee/C57.12.60-2020_Cor_1/11934,,IEEE SA page status: Active Standard. Published: 2025-10-17. IEEE record number: 11934.
IEEE-C57-12-70-2020,IEEE C57.12.70-2020,IEEE Standard for Standard Terminal Markings and Connections for Distribution and Power Transformers,IEEE,standard,International / North America,C57 transformers regulators and reactors - Distribution Transformers,2020,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.70-2020.",https://standards.ieee.org/ieee/C57.12.70/7353,,IEEE SA page status: Active Standard. Published: 2020-09-28. IEEE record number: 7353.
IEEE-C57-12-80-2024,IEEE C57.12.80-2024,IEEE Standard Terminology for Power and Distribution Transformers,IEEE,standard,International / North America,C57 transformers regulators and reactors - Terminology and Reference,2024,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.80-2024.",https://standards.ieee.org/ieee/C57.12.80/7006,,IEEE SA page status: Active Standard. Published: 2025-07-31. IEEE record number: 7006.
IEEE-C57-12-90-2021,IEEE C57.12.90-2021,"IEEE Standard Test Code for Liquid-Immersed Distribution, Power, and Regulating Transformers",IEEE,standard,International / North America,C57 transformers regulators and reactors - Test Codes and Methods,2021,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.90-2021.",https://standards.ieee.org/ieee/C57.12.90/7211,,IEEE SA page status: Active Standard. Published: 2022-02-04. IEEE record number: 7211.
IEEE-C57-12-91-2026,IEEE C57.12.91-2026,IEEE Approved Draft Standard for Standard Test Code for Dry-Type Distribution and Power Transformers,IEEE,standard,International / North America,C57 transformers regulators and reactors - Test Codes and Methods,2026,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.91-2026.",https://standards.ieee.org/ieee/C57.12.91/10863,,IEEE SA page status: Active Standard. IEEE record number: 10863.
IEEE-C57-12-200-2022,IEEE C57.12.200-2022,IEEE Guide for the Dielectric Frequency Response Measurement of Bushings,IEEE,guide,International / North America,C57 transformers regulators and reactors - Test Codes and Methods,2022,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.200-2022.",https://standards.ieee.org/ieee/C57.12.200/7403,,IEEE SA page status: Active Standard. Published: 2023-01-27. IEEE record number: 7403.
IEEE-C57-12-210-2024,IEEE C57.12.210-2024,IEEE Recommended Practice for On-load Capacity Switching Distribution Transformers,IEEE,recommended_practice,International / North America,C57 transformers regulators and reactors - Distribution Transformers,2024,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.12.210-2024.",https://standards.ieee.org/ieee/C57.12.210/10539,,IEEE SA page status: Active Standard. Published: 2025-02-28. IEEE record number: 10539.
IEEE-C57-13-2016,IEEE C57.13-2016,IEEE Standard Requirements for Instrument Transformers,IEEE,standard,International / North America,C57 transformers regulators and reactors - Instrument Transformers,2016,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.13-2016.",https://standards.ieee.org/ieee/C57.13/4867,,IEEE SA page status: Active Standard. Published: 2016-06-29. IEEE record number: 4867.
IEEE-C57-13-1-2017,IEEE C57.13.1-2017,IEEE Guide for Field Testing of Relaying Current Transformers,IEEE,guide,International / North America,C57 transformers regulators and reactors - Test Codes and Methods,2017,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.13.1-2017.",https://standards.ieee.org/ieee/C57.13.1/5838,,IEEE SA page status: Active Standard. Published: 2018-10-31. IEEE record number: 5838.
IEEE-C57-13-3-2025,IEEE C57.13.3-2025,IEEE Guide for Grounding of Instrument Transformer Secondary Circuits and Cases,IEEE,guide,International / North America,C57 transformers regulators and reactors - Instrument Transformers,2025,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.13.3-2025.",https://standards.ieee.org/ieee/C57.13.3/11086,,IEEE SA page status: Active Standard. Published: 2026-07-24. IEEE record number: 11086.
IEEE-C57-13-5-2019,IEEE C57.13.5-2019,IEEE Standard for Performance and Test Requirements for Instrument Transformers of a Nominal System Voltage of 115 kV and Above,IEEE,standard,International / North America,C57 transformers regulators and reactors - Test Codes and Methods,2019,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.13.5-2019.",https://standards.ieee.org/ieee/C57.13.5/6731,,IEEE SA page status: Active Standard. Published: 2020-02-21. IEEE record number: 6731.
IEEE-C57-13-7-2018,IEEE C57.13.7-2018,IEEE Standard for Current Transformers with Maximum Milliampere Secondary Current of 250 mA,IEEE,standard,International / North America,C57 transformers regulators and reactors - Instrument Transformers,2018,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.13.7-2018.",https://standards.ieee.org/ieee/C57.13.7/4972,,IEEE SA page status: Active Standard. Published: 2019-08-30. IEEE record number: 4972.
IEEE-C57-13-10-2025,IEEE C57.13.10-2025,IEEE Guide for Calibration of Energized Current Transformers for 34.5 kV and Below,IEEE,guide,International / North America,C57 transformers regulators and reactors - Test Codes and Methods,2025,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.13.10-2025.",https://standards.ieee.org/ieee/C57.13.10/10886,,IEEE SA page status: Active Standard. Published: 2026-02-16. IEEE record number: 10886.
IEEE-C57-15-2017,IEEE/IEC C57.15-2017,"IEEE/IEC International Standard- Power transformers - Part 21: Standard requirements, terminology, and test code for step-voltage regulators",IEEE,standard,International / North America,C57 transformers regulators and reactors - Terminology and Reference,2017,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE/IEC C57.15-2017.",https://standards.ieee.org/ieee/C57.15/6716,,IEEE SA page status: Active Standard. Published: 2018-12-10. IEEE record number: 6716.
IEEE-C57-16-2025,IEEE C57.16-2025,"IEEE Standard for Requirements, Terminology, and Test Code for Dry-Type Air-Core Series-Connected Reactors",IEEE,standard,International / North America,C57 transformers regulators and reactors - Terminology and Reference,2025,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.16-2025.",https://standards.ieee.org/ieee/C57.16/6696,,IEEE SA page status: Active Standard. Published: 2026-05-11. IEEE record number: 6696.
IEEE-C57-18-10-2021,IEEE C57.18.10-2021,IEEE Standard Practices and Requirements for Semiconductor Power Rectifier Transformers,IEEE,standard,International / North America,C57 transformers regulators and reactors - Specialty Transformers Reactors and Regulators,2021,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.18.10-2021.",https://standards.ieee.org/ieee/C57.18.10/6794,,IEEE SA page status: Active Standard. Published: 2022-03-29. IEEE record number: 6794.
IEEE-C57-19-00-2023,IEEE C57.19.00-2023,IEEE Standard for General Requirements and Test Procedure for Power Apparatus Bushings,IEEE,standard,International / North America,C57 transformers regulators and reactors - Test Codes and Methods,2023,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.19.00-2023.",https://standards.ieee.org/ieee/C57.19.00/7244,,IEEE SA page status: Active Standard. Published: 2023-05-15. IEEE record number: 7244.
IEEE-C57-19-01-2017,IEEE C57.19.01-2017,IEEE Standard for Performance Characteristics and Dimensions for Power Transformer and Reactor Bushings,IEEE,standard,International / North America,C57 transformers regulators and reactors - Bushings Accessories and Enclosures,2017,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.19.01-2017.",https://standards.ieee.org/ieee/C57.19.01/5037,,IEEE SA page status: Active Standard. Published: 2018-07-12. IEEE record number: 5037.
IEEE-C57-19-02-2023,IEEE C57.19.02-2023,IEEE Standard for Design and Performance Requirements for Bushings Applied to Liquid-Immersed Distribution Transformers,IEEE,standard,International / North America,C57 transformers regulators and reactors - Liquid-Immersed Transformers,2023,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.19.02-2023.",https://standards.ieee.org/ieee/C57.19.02/6701,,IEEE SA page status: Active Standard. Published: 2024-01-10. IEEE record number: 6701.
IEEE-C57-19-04-2018,IEEE C57.19.04-2018,IEEE Standard for Performance Characteristics and Dimensions for High Current Power Transformer Bushings with Rated Continuous Current in Excess of 5000 A in Bus Enclosures,IEEE,standard,International / North America,C57 transformers regulators and reactors - Bushings Accessories and Enclosures,2018,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.19.04-2018.",https://standards.ieee.org/ieee/C57.19.04/5257,,IEEE SA page status: Active Standard. Published: 2018-06-08. IEEE record number: 5257.
IEEE-C57-19-100-2025,IEEE C57.19.100-2025,IEEE Guide for Application of Power Apparatus Bushings,IEEE,guide,International / North America,C57 transformers regulators and reactors - Bushings Accessories and Enclosures,2025,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.19.100-2025.",https://standards.ieee.org/ieee/C57.19.100/11436,,IEEE SA page status: Active Standard. Published: 2026-03-04. IEEE record number: 11436.
IEEE-C57-21-2021,IEEE C57.21-2021,"IEEE Standard Requirements, Terminology, and Test Code for Shunt Reactors Rated Over 500 kVA",IEEE,standard,International / North America,C57 transformers regulators and reactors - Terminology and Reference,2021,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.21-2021.",https://standards.ieee.org/ieee/C57.21/5990,,IEEE SA page status: Active Standard. Published: 2021-09-20. IEEE record number: 5990.
IEEE-C57-32-10-2025,IEEE C57.32.10-2025,IEEE Guide for the Selection of Neutral-Grounding Devices for High-Voltage Direct Current (HVDC) Converter Transformers,IEEE,guide,International / North America,C57 transformers regulators and reactors - General Transformer Requirements,2025,"Consensus IEEE power and energy standard used where specified by law, code, authority having jurisdiction, utility requirement, project specification, or contract","IEEE C57 family metadata record for transformers, reactors, insulating liquids, bushings, and related transformer equipment; this record points to the official IEEE SA page for IEEE C57.32.10-2025.",https://standards.ieee.org/ieee/C57.32.10/7431,,IEEE SA page status: Active Standard. Published: 2025-05-22. IEEE record number: 7431.
